Name,Address,City,Country,Beds,Trauma,Phone
Gettysburg Hospital,147 Gettys Street  Po Box 3786,Gettysburg,USA,76,General Medical,(717) 334-2121
Callaway District Hospital,211 E Kimball St,Callaway,USA,12,General Medical,(308) 836-2228
Clarion Hospital,One Hospital Drive,Clarion,USA,82,General Medical,(814) 226-9500
Antelope Memorial Hospital,102 West 9th St,Neligh,USA,25,General Medical,(402) 887-4151
Ouachita Co. Medical Center,638 California Avenue,Camden,USA,100,Breast Cancer,(870) 836-1000
Upmc Horizon,110 North Main Street,Greenville,USA,171,General Medical,(724) 588-2100
Murray County Mem Hosp,2042 Juniper Avenue,Slayton,USA,25,Pneumonia,(507) 836-6111
Sanford Bagley Medical Center,203 - 4th St Nw,Bagley,USA,25,Pneumonia,(218) 694-6501
Sanford Westbrook Medical Ctr,920 Bell Ave,Westbrook,USA,8,Pneumonia,(507) 274-6121
Glenbrook Hospital,2100 Pfingsten Road,Glenview,USA,1001,Covid,(847) 657-5800
Brookhaven Memorial Hospital Medical Center,101 Hospital Rd,Patchogue,USA,306,Area,(631) 654-7100
Mayo Regional Hospital,897 West Main Street,Dover Foxcroft,USA,25,Trauma System Hospital,(207) 564-4251
Clara Barton Hospital,250 W 9th Street,Hoisington,USA,23,Breast Cancer,(620) 653-2114
Ms Band Of Choctaw Hospital,210 Hospital Circle,Choctaw,USA,1001,General Medical,(601) 656-2211
Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,USA,49,General Medical,(814) 938-1800
Mendota Community Hospital,1315 Memorial Dr,Mendota,USA,25,General Medical,(815) 539-7461
Nea Baptist Memorial Hospital,3024 Stadium Boulevard,Jonesboro,USA,1001,General Medical,(870) 972-7000
Stone County Hospital,1434 East Central Avenue,Wiggins,USA,25,Pneumonia,(601) 928-6600
Lifecare Hospitals Of Dallas,1950 Record Crossing Road,Dallas,USA,60,General Medical,(214) 640-9673
Healthsouth Sugar Land Rehabilitation Hospital,1325 Highway 6,Sugar Land,USA,50,General Medical,(281) 276-7574
St Vincent Williamsport Hospital Inc,412 N Monroe St,Williamsport,USA,16,General Medical,(765) 762-4000
Tahoe Pacific Hospitals-North,"2375 E Prater Way,7th Floor",Sparks,USA,1001,General Medical,(775) 355-5600
Tahoe Pacific Hospitals - Meadows,10101 Double R Boulevard,Reno,USA,60,General Medical,(775) 355-5600
Lompoc Valley Medical Center,1515 E. Ocean Avenue,Lompoc,USA,60,General Medical,NOT AVAILABLE
"Memorial Hospital, The",750 Hospital Loop,Craig,USA,1001,Breast Cancer,(970) 824-9411
Wellbridge Hospital Of Fort Worth,6200 Overton Ridge Blvd,Fort Worth,USA,48,General Medical,(817) 361-1991
Spire Rehabilitation Hospital,616 West Forrest Avenue,Jackson,USA,48,General Medical,(731) 541-5000
Cincinnati Va Medical Center - Fort Thomas,1000 S Ft Thomas Ave,Ft Thomas,USA,1001,General Medical,(859) 572-6202
Overton Brooks Va Medical Center,510 E Stoner Ave,Shreveport,USA,1001,General Medical,(318) 221-8411
St Joseph Memorial Hospital,2 South Hospital Drive,Murphysboro,USA,25,General Medical,(618) 684-3156
Baton Rouge Behavioral Hospital,4040 North Blvd.,Baton Rouge,USA,1001,General Medical,(225) 300-8470
Tri County Hospital,415 Jefferson Street North,Wadena,USA,49,Pneumonia,(218) 631-7489
Centracare Health Sys Melrose,525 Main Street West,Melrose,USA,28,Pneumonia,(320) 256-1761
Essentia Health Fosston,900 Hilligoss Blvd Southeast,Fosston,USA,43,Pneumonia,(218) 435-1130
Essentia Hlth Holy Trinity Hos,115 - 2nd St W - Box 157,Graceville,USA,15,Pneumonia,(320) 748-8200
"Pacific Alliance Medical Center, Inc.",531 West College Street,Los Angeles,USA,138,General Medical,NOT AVAILABLE
Larkin Community Hospital Behavioral Health Services,1201 N 37th Ave,Hollywood,USA,50,General Medical,(954) 962-1355
University Of Miami Hospital And Clinics,1475 Nw 12th Ave,Miami,USA,40,General Medical,(305) 243-1000
Nch Healthcare System North Naples Hospital Campus,11190 Healthpark Blvd,Naples,USA,322,General Medical,(239) 513-7000
Physicians Regional - Collier Boulevard,8300 Collier Blvd,Naples,USA,100,General Medical,(239) 354-6000
St. Joseph'S Hospital South,6901 Simmons Loop,Riverview,USA,114,General Medical,(813) 302-8001
Winter Haven Women'S Hospital,101 Ave O Se,Winter Haven,USA,61,General Medical,(863) 294-7010
Dr P Phillips Hospital,9400 Turkey Lake Rd,Orlando,USA,237,General Medical,(407) 351-8500
University Behavioral Center,2500 Discovery Dr,Orlando,USA,112,General Medical,(407) 281-7000
Florida Hospital Kissimmee,2450 N Orange Blossom Trl,Kissimmee,USA,162,General Medical,(407) 846-4343
Bethesda Memorial Hospital,2815 S Seacrest Blvd,Boynton Beach,USA,401,General Medical,(561) 737-7733
Telecare Santa Cruz Phf,2250 Soquel Ave,Santa Cruz,USA,16,General Medical,NOT AVAILABLE
Grisell Memorial Hospital,210 South Vermont Avenue,Ransom,USA,46,General Medical,(785) 731-2231
Shawnee Mission Medical Center,9100 W 74th Street,Shawnee Mission,USA,376,General Medical,(913) 676-2000
Hamilton County Hospital,700 North Huser,Syracuse,USA,69,General Medical,(620) 384-7461
Regional West Garden County Hospital,1100 West 2nd St,Oshkosh,USA,10,General Medical,(308) 772-3283
Sioux Falls Veterans Affairs Medical Center,2501 West 22nd Street,Sioux Falls,USA,1001,General Medical,(605) 336-3230
Sanford Medical Center Wheaton,401 12th Street North,Wheaton,USA,25,General Medical,(320) 563-8226
Wyoming State Hospital,831 Highway 150 South,Evanston,USA,183,General Medical,(307) 789-3464
United Hsptl Sys,6308 Eighth Ave,Kenosha,USA,315,General Medical,(262) 656-2011
Aurora Med Ctr Kenosha,10400 75th St,Kenosha,USA,74,General Medical,(262) 948-5600
Tom Redgate Memorial Recovery Center,1775 Chestnut Street,Long Beach,USA,63,General Medical,NOT AVAILABLE
"Usc Kenneth Norris, Jr. Cancer Hospital",1441 Eastlake Avenue,Los Angeles,USA,60,General Medical,NOT AVAILABLE
Madera Community Hospital,1250 East Almond Avenue,Madera,USA,106,General Medical,NOT AVAILABLE
Kimble Hospital,349 Reid Rd,Junction,USA,15,Breast Cancer,(325) 446-3321
Harris Hospital,1205 Mclain Street,Newport,USA,133,Breast Cancer,(870) 523-8911
Purcell Municipal Hospital,1500 North Green Avenue,Purcell,USA,39,Breast Cancer,(405) 527-6524
"Community Medical Center, Inc",2307 Barada St,Falls City,USA,24,Breast Cancer,(402) 245-2428
Providence Kodiak Island Medical Center,1915 Rezanof Drive,Kodiak,USA,25,Breast Cancer,(907) 486-3281
Mat-Su Regional Medical Center,2500 S. Woodworth Loop,Palmer,USA,74,Breast Cancer,(907) 861-6000
Mt Edgecumbe Hospital - Searhc,222 Tongass Drive,Sitka,USA,27,Breast Cancer,(907) 966-2411
Christus Dubuis Hospital Of Alexandria,"3330 Masonic Dr.,4th Floor Unit",Alexandria,USA,1001,General Medical,(318) 448-4960
Sterling Surgical Hospital,989 Robert Blvd.,Slidell,USA,1001,General Medical,(985) 690-8200
Serenity Springs Specialty Hospital,309 N Main St,Farmerville,USA,18,General Medical,(318) 202-3860
Lanai Community Hospital,628 7th St,Lanai City,USA,24,General Medical,(808) 565-6411
Sullivan County Community Hospital,2200 N Section St,Sullivan,USA,25,General Medical,(812) 268-4311
St Vincent Dunn Hospital Inc,1600 23rd St,Bedford,USA,25,General Medical,(812) 275-3331
Curry General Hospital,94220 Fourth Street,Gold Beach,USA,24,Breast Cancer,NOT AVAILABLE
Desert Willow Treatment Center,6171 West Charleston Boulevard,Las Vegas,USA,58,General Medical,(702) 486-8900
Select Specialty Hospital Madison,801 Braxton Place,Madison,USA,58,General Medical,(608) 260-2700
Scotland County Hospital,450 E. Sigler Avenue,Memphis,USA,25,General Medical,(660) 465-8511
Lehigh Valley Hospital-17th St,1637 W Chew St,Allentown,USA,1001,General Medical,(610) 402-8000
Plumas District Hospital,1065 Bucks Lake Road,Quincy,USA,25,General Medical,NOT AVAILABLE
Grays Harbor Community Hospital - East,1006 N H Street,Aberdeen,USA,1001,General Medical,(360) 537-5000
Carolina Center For Behavioral Health,2700 E Phillips Rd,Greer,USA,130,General Medical,(864) 235-2335
Bon Secours St. Francis Medical Center,13710 St. Francis Boulevard,Midlothian,USA,130,General Medical,(804) 594-7300
Charles A Dean Memorial Hospital,364 Pritham Avenue,Greenville,USA,25,General Medical,(207) 695-5200
Houlton Regional Hospital,20 Hartford Street,Houlton,USA,25,General Medical,(207) 532-2900
Joan Glancy Memorial Hospital,3215 Mcclure Bridge Road,Duluth,USA,1001,General Medical,NOT AVAILABLE
St Vincent Hospital,2001 W 86th St,Indianapolis,USA,1001,Cancer Specialists,(317) 280-9566
Baptist Emergency Hospital - Hausman,8230 North 1604 West,San Antonio,USA,8,General Medical,(210) 572-8885
Sanford Med Ctr Thief Rvr Fall,120 Labree Avenue South,Thief River Falls,USA,35,General Medical,(218) 681-4240
San Diego County Psychiatric Hospital,3851 Rosecrans Street,San Diego,USA,109,General Medical,NOT AVAILABLE
Laguna Honda Hospital And Rehabilitation Center,375 Laguna Honda Boulevard,San Francisco,USA,780,General Medical,NOT AVAILABLE
Ucsf Medical Center,505 Parnassus Avenue,San Francisco,USA,580,General Medical,NOT AVAILABLE
Corcoran District Hospital,1310 Hanna Avenue,Corcoran,USA,32,General Medical,NOT AVAILABLE
Sonoma Developmental Center,15000 Arnold Drive,Eldridge,USA,1021,General Medical,(707) 938-6000
Excela Health Frick Hospital,508 South Church Street,Mount Pleasant,USA,102,General Medical,(724) 547-1500
East Ohio Regional Hospital,90 North Fourth Street,Martins Ferry,USA,161,General Medical,(740) 633-4151
Northbrook Behavioral Health Hospital,425  Woodbury Turnersville Road,Blackwood,USA,158,General Medical,(856) 374-6600
Telecare Riverside County Psychiatric Health Facility,47-915 Oasis Street,Indio,USA,16,General Medical,NOT AVAILABLE
Mission Oaks Hospital,15891 Los Gatos-Almaden Road,Los Gatos,USA,70,General Medical,NOT AVAILABLE
Modoc Medical Center,228 Mc Dowell Street,Alturas,USA,87,General Medical,NOT AVAILABLE
John Fitzgerald Kennedy Medical Center,65 James Street,Edison,USA,405,General Medical,(732) 321-7000
Berwick Hospital Center,701 East 16th Street,Berwick,USA,101,General Medical,(570) 759-5065
St. Vincent'S Blount,150 Gilbreath Drive,Oneonta,USA,40,General Medical,(205) 274-3000
Penn Highlands Elk,763 Johnsonburg Road,St Marys,USA,80,General Medical,(814) 788-8000
Chestnut Hill Hospital,8835 Germantown Avenue,Philadelphia,USA,135,General Medical,(215) 248-8201
Pam Specialty Hospital Of Texarkana North,"2400 St. Michael Drive,2nd Floor",Texarkana,USA,30,General Medical,(903) 614-7600
Lafayette Behavioral Health Unit,302 Dulles Dr,Lafayette,USA,24,General Medical,(337) 262-4100
Highlands Behavioral Health System,8565 S Poplar Way,Littleton,USA,86,General Medical,(720) 348-2800
Hereford Regional Medical Center,540 West 15th Street,Hereford,USA,42,Breast Cancer,(806) 364-2141
Chillicothe Hospital,303 Ave I,Chillicothe,USA,21,Breast Cancer,(940) 852-5131
Concho County Hospital,Eaker Street,Eden,USA,16,Breast Cancer,(325) 869-5911
Hill Country Memorial Hospital,1020 State Highway 16,Fredericksburg,USA,86,Breast Cancer,(830) 997-4353
Lourdes Medical Center,520 4th Ave N,Pasco,USA,106,Breast Cancer,(509) 547-7704
Russell Regional Hospital,200 S Main Street,Russell,USA,46,General Medical,(785) 483-3131
East Texas Medical Center Behavioral Health Center,4101 University Boulevard,Tyler,USA,75,General Medical,(903) 266-2253
North Hawaii Community Hospital,67-1125 Mamalahoa Hwy,Kamuela,USA,33,General Medical,(808) 885-4444
Samuel Mahelona  Memorial Hospital,4800 Kawaihau Rd,Kapaa,USA,80,General Medical,(808) 822-4961
Midstate Medical Center,435 Lewis Ave,Meriden,USA,156,General Medical,(203) 694-8200
Griffin Hospital,130 Division St,Derby,USA,160,General Medical,(203) 732-7500
St Lukes Behavioral Hospital,1800 E Van Buren Street,Phoenix,USA,124,General Medical,NOT AVAILABLE
Ventura County Medical Center - Santa Paula  Hospital,825 North 10th Street,Santa Paula,USA,49,General Medical,NOT AVAILABLE
Dodge County Hospital,901 Griffin Ave,Eastman,USA,94,General Medical,(478) 448-4067
Wellstar Spalding Regional Hospital,601 South 8th Street,Griffin,USA,160,General Medical,NOT AVAILABLE
Kindred Hospital Rome,320 Turner Mccall Boulevard,Rome,USA,45,General Medical,NOT AVAILABLE
Baptist Emergency Hospital - Zarzamora,7719 Ih 35 South,San Antonio,USA,8,General Medical,(210) 572-2955
Baptist Emergency Hospital,16977 I-35 North,Schertz,USA,8,General Medical,(210) 571-8400
Centracare Health System,425 North Elm Street,Sauk Centre,USA,28,Pneumonia,(320) 352-2221
Rogers City Rehabilitation Hospital,555 N Bradley Highway,Rogers City,USA,28,General Medical,NOT AVAILABLE
Vibra Hospital Of Southeastern Michigan-Dmc Campus,"261 Mack Avenue,7th Floor",Detroit,USA,28,General Medical,NOT AVAILABLE
St Mary'S Good Samaritan Hospital,1201 Siloam Highway,Greensboro,USA,25,General Medical,NOT AVAILABLE
Holy Infant Hospital,512 Main Street,Hoven,USA,26,General Medical,(605) 948-2262
Landmark Hospital Of Savannah,800 E 68th Street,Savannah,USA,50,General Medical,(912) 298-1000
Veterans Affairs Black Hills Health Care System - Hot Springs Campus,500 North 5th Street,Hot Springs,USA,1001,General Medical,(605) 745-2000
Lewis And Clark Specialty Hospital,2601 Fox Run Parkway,Yankton,USA,10,General Medical,(605) 665-5100
Bedford Memorial Hospital,1613 Oakwood Street,Bedford,USA,50,General Medical,(540) 586-2440
Roundup Memorial Healthcare,1202 3rd St W,Roundup,USA,25,General Medical,(406) 323-2301
The Ruby Valley Hospital,220 E Crofoot St,Sheridan,USA,10,Trh,(406) 842-5454
Conway Regional Rehabilitation Hospital,2210 Robinson Street,Conway,USA,26,General Medical,(501) 932-3500
Mercy Hospital Carthage,3125 Dr Russell Smith Way,Carthage,USA,25,General Medical,(417) 358-8121
Banner Good Samaritan Medical Center,"1300 North 12th Street,Suite 404",Phoenix,USA,1001,General Medical,(602) 239-2716
Carilion Franklin Memorial Hospital,180 Floyd Avenue,Rocky Mount,USA,37,General Medical,(540) 483-5280
Blessing Hospital At 14th Street,1415 Vermont Street,Quincy,USA,1001,General Medical,(217) 223-1200
Wellstar Sylvan Grove Hospital,1050 Mcdonough Road,Jackson,USA,25,General Medical,NOT AVAILABLE
Kenmare Community Hospital,317 1st Avenue,Kenmare,USA,25,General Medical,(701) 385-4296
Gritman Medical Center,700 South Main Street,Moscow,USA,25,General Medical,(208) 882-4511
Endless Mountains Health Systems,100 Hospital Drive,Montrose,USA,25,General Medical,(570) 278-3801
Kindred Hospital Aurora,"700 Potomac St,2nd Floor",Aurora,USA,37,General Medical,(720) 857-8333
Vibra Long Term Acute Care Hospital,8451 Pearl St,Thornton,USA,71,General Medical,(303) 288-3000
Sierra View District Hospital,465 West Putnam Avenue,Porterville,USA,167,General Medical,NOT AVAILABLE
Select Specialty Hospital - Midtown Atlanta,705 Juniper Street Ne,Atlanta,USA,70,General Medical,NOT AVAILABLE
Charter Behavioral Health System Of Atlanta,811 Juniper Street Ne,Atlanta,USA,36,General Medical,(404) 881-5800
Select Specialty Hospital - Savannah,5353 Reynolds Street,Savannah,USA,40,General Medical,NOT AVAILABLE
St Simons By-The-Sea Hospital,2927 Demere Road,St. Simons,USA,101,General Medical,(912) 638-1999
Nix Health Care System,414 Navarro Street,San Antonio,USA,208,Breast Cancer,(210) 271-1800
Timpanogos Regional Hospital,750 West 800 North,Orem,USA,117,Breast Cancer,(801) 714-6000
"Saint Alphonsus Medical Center - Baker City, Inc",3325 Pocahontas Road,Baker City,USA,65,Breast Cancer,NOT AVAILABLE
Colorado Canyons Hospital And Medical Center,300 West Ottley Avenue,Fruita,USA,136,Breast Cancer,(970) 858-9871
Asante Ashland Community Hospital,280 Maple Street,Ashland,USA,41,Breast Cancer,NOT AVAILABLE
Shamrock General Hospital,1000 South Main Street,Shamrock,USA,25,Breast Cancer,(806) 256-2114
Lower Umpqua Hospital District,600 Ranch Road,Reedsport,USA,16,Breast Cancer,NOT AVAILABLE
Saint Alphonsus Medical Center - Ontario,351 Sw 9th Street,Ontario,USA,49,Breast Cancer,(541) 881-7000
Lodi Memorial Hospital,975 South Fairmont Avenue,Lodi,USA,190,General Medical,NOT AVAILABLE
Sutter Tracy Community Hospital,1420 North Tracy Boulevard,Tracy,USA,81,General Medical,NOT AVAILABLE
Banner Lassen Medical Center,1800 Spring Ridge Drive,Susanville,USA,38,General Medical,NOT AVAILABLE
Catalina Island Medical Center,100 Falls Canyon Road,Avalon,USA,12,General Medical,NOT AVAILABLE
Citrus Valley Medical Center - Qv Campus,1115 South Sunset Avenue,West Covina,USA,325,General Medical,NOT AVAILABLE
Glendale Memorial Hospital And Health Center,1420 South Central Avenue,Glendale,USA,334,General Medical,NOT AVAILABLE
Kaiser Permanente Baldwin Park Medical Center,1011 Baldwin Park Blvd.,Baldwin Park,USA,272,General Medical,NOT AVAILABLE
Murray Medical Center,"707 Old Dalton Ellijay Road, Po Box 1406",Chatsworth,USA,42,General Medical,(706) 517-2031
Piedmont Fayette Hospital,1255 Highway 54 West,Fayetteville,USA,157,General Medical,(770) 719-7071
Summitridge Center- Psychiatry & Addictive Med,250 Scenic Highway,Lawrenceville,USA,76,General Medical,NOT AVAILABLE
Childrens Hospital Colorado South Campus,1811 Plaza Drive,Highlands Ranch,USA,16,General Medical,(720) 777-9400
Aria Health Frankford,4900 Frankford Avenue,Philadelphia,USA,115,General Medical,(215) 612-4000
Jeanes Hospital,7600 Central Avenue,Philadelphia,USA,176,General Medical,(215) 728-2000
Desert Springs Hospital Medical Center,2075 East Flamingo Road,Las Vegas,USA,346,General Medical,(702) 369-7600
Sana Behavioral Health - Las Vegas,5975 West Twain Avenue,Las Vegas,USA,21,General Medical,(801) 559-7764
Healthsouth Desert Canyon Rehabilitation Hospital,9175 West Oquendo Road,Las Vegas,USA,50,General Medical,(702) 252-7342
Healthsouth Rehabilitation Hospital Of Gadsden,801 Goodyear Avenue,Gadsden,USA,44,General Medical,(256) 439-5000
Resnick Neuropsychiatric Hospital At Ucla,150 Medical Plaza,Los Angeles,USA,74,General Medical,NOT AVAILABLE
Silver Lake Medical Center-Downtown Campus,1711 West Temple Street,Los Angeles,USA,116,General Medical,NOT AVAILABLE
Whittier Hospital Medical Center,9080 Colima Road,Whittier,USA,178,General Medical,NOT AVAILABLE
Yuma Regional Medical Center,2400 S Ave A,Yuma,USA,369,General Medical,(928) 344-2000
Decatur Morgan West,"2205 Beltline Road, S.W.",Decatur,USA,64,General Medical,(256) 341-2000
Raritan Bay Medical Center - Old Bridge,1 Hospital Plaza,Old Bridge,USA,113,General Medical,(732) 442-3700
Pam Speciality Hospital Of New Braunfels,1445 Hanz Drive,New Braunfels,USA,40,General Medical,(830) 627-7600
Promise Hospital Of Louisiana-Shreveport Campus,"1800 Irving Pl,Ste 100",Shreveport,USA,146,General Medical,(318) 425-4096
Medical Behavioral Hospital - Mishawaka,1625 E Jefferson Blvd,Mishawaka,USA,30,General Medical,(574) 255-1400
